Date,shares,TotalM,Open,High,Low,Close,Diff,Count
2014/04/17,15000,15750,1.05,1.05,1.05,1.05,0.07,1
2014/04/18,0,0,---,---,---,---,---,0
2014/04/21,71000,78500,1.10,1.12,1.10,1.12,0.06,3
2014/04/22,56000,61280,1.08,1.12,1.08,1.12,0.00,2
2014/04/23,15000,16300,1.10,1.10,1.06,1.06,-0.06,2
2014/04/24,35000,36350,1.04,1.08,1.03,1.08,0.02,4
2014/04/25,68000,74020,1.01,1.21,1.01,1.21,0.13,6
2014/04/28,33000,40260,1.23,1.23,1.20,1.20,-0.01,4
2014/04/29,27000,31360,1.12,1.18,1.12,1.18,-0.02,3
2014/04/30,30000,35180,1.15,1.21,1.15,1.21,0.03,3
2014/05/02,10000,10700,1.07,1.07,1.07,1.07,-0.14,2
2014/05/05,18000,19710,1.07,1.13,1.07,1.13,0.06,3
2014/05/06,103000,105060,1.02,1.02,1.02,1.02,-0.11,1
2014/05/07,108000,114530,1.06,1.07,1.06,1.07,0.05,2
2014/05/08,5000,5000,1.00,1.00,1.00,1.00,-0.07,1
2014/05/09,18000,18840,1.03,1.05,1.03,1.05,0.05,2
2014/05/12,324000,359130,1.01,1.13,1.01,1.13,0.08,9
2014/05/13,305000,318600,1.03,1.07,1.03,1.07,-0.06,4
2014/05/14,19000,19380,1.02,1.02,1.02,1.02,-0.05,1
2014/05/15,5000,5300,1.06,1.06,1.06,1.06,0.04,1
2014/05/16,25000,26000,1.04,1.04,1.04,1.04,-0.02,2
2014/05/19,0,0,---,---,---,---,---,0
2014/05/20,5000,5000,1.00,1.00,1.00,1.00,-0.04,1
2014/05/21,5000,4750,0.95,0.95,0.95,0.95,-0.05,1
2014/05/22,0,0,---,---,---,---,---,0
2014/05/23,0,0,---,---,---,---,---,0
2014/05/26,0,0,---,---,---,---,---,0
2014/05/27,52000,40040,0.77,0.77,0.77,0.77,-0.14,1
2014/05/28,52000,36920,0.71,0.71,0.71,0.71,-0.06,1
2014/05/29,0,0,---,---,---,---,---,0
2014/05/30,0,0,---,---,---,---,---,0
2014/06/03,124000,79980,0.65,0.65,0.64,0.64,-0.11,2
2014/06/04,124000,78120,0.63,0.63,0.63,0.63,-0.01,1
2014/06/05,10000,6300,0.63,0.63,0.63,0.63,0.00,1
2014/06/06,10000,6300,0.63,0.63,0.63,0.63,0.00,1
2014/06/09,0,0,---,---,---,---,---,0
2014/06/10,0,0,---,---,---,---,---,0
